"id","title","shorttitle","icon16x16","href","_blank","appid","itemtype","req_context_item_id","act_type"
"CB191","Agregar tipo de proveedor","Agregar","","/!/catbas/tipoproveedor/_new/","0","catbas.tipoproveedor","tproveedores","0","action"
"CB192","Editar tipo de proveedor","Editar","","/!/catbas/tipoproveedor/@_src_context_item_id/","0","catbas.tipoproveedor","tproveedores","1","action"
"CB193","Eliminar tipo de proveedor","Eliminar","","javascript:InduxsoftCrudlModel.Delete(@_src_context_item_id);","0","catbas.tipoproveedor","tproveedores","1","action"

"CB201","Agregar aduana","Agregar","","/!/catbas/ut_aduana/_new/","0","catbas.ut_aduana","aduana","0","action"
"CB202","Editar aduana","Editar","","/!/catbas/ut_aduana/@_src_context_item_id/","0","catbas.ut_aduana","aduana","1","action"
"CB203","Eliminar aduana","Eliminar","","javascript:InduxsoftCrudlModel.Delete(@_src_context_item_id);","0","catbas.ut_aduana","aduana","1","action"

"CB211","Agregar zona/área geográfica","Agregar","","/!/catbas/zona/_new/","0","catbas.zona","zona","0","action"
"CB212","Editar zona/área geográfica","Editar","","/!/catbas/zona/@_src_context_item_id/","0","catbas.zona","zona","1","action"
"CB213","Eliminar zona/área geográfica","Eliminar","","javascript:InduxsoftCrudlModel.Delete(@_src_context_item_id);","0","catbas.zona","zona","1","action"
